Arrival Time,order,wait,payment,Total Time
2024-04-23 19:58:58,49.0,246.0,96.0,391.0
2024-04-23 20:02:06,26.0,223.0,82.0,331.0
2024-04-23 20:02:35,43.0,246.0,79.0,368.0
2024-04-23 20:03:48,91.0,214.0,124.0,429.0
2024-04-23 20:06:08,42.0,232.0,115.0,389.0
2024-04-23 20:07:50,39.0,228.0,66.0,333.0
2024-04-23 20:09:13,33.0,248.0,43.0,324.0
2024-04-23 20:09:39,58.0,230.0,57.0,345.0
2024-04-23 20:09:57,61.0,200.0,100.0,361.0
2024-04-23 20:10:01,42.0,251.0,58.0,351.0
2024-04-23 20:13:10,24.0,272.0,35.0,331.0
2024-04-23 20:13:43,90.0,199.0,73.0,362.0
2024-04-23 20:14:30,47.0,218.0,89.0,354.0
2024-04-23 20:17:44,45.0,171.0,72.0,288.0
2024-04-23 20:18:42,129.0,99.0,183.0,411.0
2024-04-23 20:22:31,51.0,130.0,181.0,362.0
2024-04-23 20:27:04,107.0,22.0,193.0,322.0
2024-04-23 20:28:36,82.0,127.0,154.0,363.0
2024-04-23 20:29:02,47.0,228.0,80.0,355.0
2024-04-23 20:30:48,99.0,202.0,42.0,343.0
2024-04-23 20:31:49,202.0,41.0,238.0,481.0
2024-04-23 20:32:53,45.0,231.0,49.0,325.0
2024-04-23 20:34:51,85.0,181.0,125.0,391.0
2024-04-23 20:37:06,71.0,229.0,72.0,372.0
2024-04-23 20:38:01,63.0,232.0,55.0,350.0
2024-04-23 20:39:13,71.0,214.0,57.0,342.0
2024-04-23 20:40:21,103.0,164.0,43.0,310.0
2024-04-23 20:40:35,49.0,153.0,102.0,304.0
2024-04-23 20:43:03,89.0,159.0,48.0,296.0
2024-04-23 20:44:52,70.0,131.0,127.0,328.0
2024-04-23 20:46:36,91.0,161.0,42.0,294.0
2024-04-23 20:48:45,42.0,155.0,92.0,289.0
2024-04-23 20:49:59,102.0,141.0,57.0,300.0
2024-04-23 20:49:10,48.0,144.0,79.0,271.0
2024-04-23 20:51:25,36.0,181.0,46.0,263.0
2024-04-23 20:53:16,48.0,175.0,52.0,275.0
2024-04-23 20:55:07,53.0,154.0,47.0,254.0
2024-04-23 20:56:39,32.0,118.0,45.0,195.0
2024-04-23 20:57:16,66.0,65.0,228.0,359.0
2024-04-23 20:58:30,96.0,205.0,45.0,346.0
2024-04-23 20:58:35,36.0,207.0,84.0,327.0
2024-04-23 20:59:23,70.0,215.0,69.0,354.0
2024-04-23 21:00:53,32.0,248.0,87.0,367.0
2024-04-23 21:03:16,13.0,316.0,33.0,362.0
2024-04-23 21:04:49,21.0,246.0,29.0,296.0
2024-04-23 21:04:59,54.0,192.0,81.0,327.0
2024-04-23 21:08:37,30.0,248.0,130.0,408.0
2024-04-23 21:12:27,36.0,142.0,94.0,272.0
2024-04-23 21:13:21,41.0,224.0,250.0,515.0
2024-04-23 21:17:10,35.0,266.0,664.0,965.0
2024-04-23 21:20:38,70.0,685.0,54.0,809.0
2024-04-23 21:20:46,62.0,675.0,70.0,807.0
2024-04-23 21:20:57,156.0,588.0,115.0,859.0
2024-04-23 21:22:14,46.0,649.0,58.0,753.0
2024-04-23 21:25:14,28.0,671.0,43.0,742.0
2024-04-23 21:27:11,85.0,618.0,88.0,791.0
2024-04-23 21:28:09,284.0,416.0,92.0,792.0
2024-04-23 21:32:09,69.0,432.0,75.0,576.0
2024-04-23 21:32:29,41.0,442.0,111.0,594.0
2024-04-23 21:44:59,58.0,246.0,61.0,365.0
2024-04-23 21:48:14,81.0,223.0,122.0,426.0
2024-04-23 21:47:49,49.0,291.0,117.0,457.0
2024-04-23 21:53:48,35.0,317.0,43.0,395.0
2024-04-23 21:58:55,73.0,20.0,140.0,233.0
2024-04-23 21:59:23,48.0,108.0,106.0,262.0
2024-04-23 22:04:44,55.0,19.0,144.0,218.0
2024-04-23 22:06:18,104.0,16.0,93.0,213.0
2024-04-23 22:10:54,76.0,27.0,173.0,276.0
2024-04-23 22:14:37,36.0,17.0,100.0,153.0
2024-04-23 22:16:52,29.0,13.0,69.0,111.0
2024-04-23 22:18:05,76.0,21.0,213.0,310.0
2024-04-23 22:25:43,33.0,12.0,95.0,140.0
2024-04-23 22:26:34,29.0,55.0,113.0,197.0
2024-04-23 22:29:09,63.0,10.0,141.0,214.0
2024-04-23 22:29:31,104.0,41.0,174.0,319.0
2024-04-23 22:33:20,29.0,104.0,87.0,220.0
2024-04-23 22:33:43,47.0,122.0,124.0,293.0
2024-04-23 22:35:17,47.0,175.0,264.0,486.0
2024-04-23 22:35:28,87.0,342.0,102.0,531.0
2024-04-23 22:38:20,62.0,348.0,246.0,656.0
2024-04-23 22:38:26,41.0,545.0,68.0,654.0
2024-04-23 22:39:00,48.0,555.0,37.0,640.0
2024-04-23 22:40:30,38.0,550.0,33.0,621.0
2024-04-23 22:42:50,66.0,458.0,45.0,569.0
2024-04-23 22:44:12,73.0,406.0,132.0,611.0
2024-04-23 22:46:06,186.0,292.0,95.0,573.0
2024-04-23 22:49:08,120.0,251.0,128.0,499.0
2024-04-23 22:49:14,49.0,324.0,63.0,436.0
2024-04-23 22:51:00,53.0,328.0,82.0,463.0
2024-04-23 22:51:43,30.0,372.0,136.0,538.0
2024-04-23 22:54:22,40.0,451.0,63.0,554.0
2024-04-23 22:55:58,50.0,409.0,35.0,494.0
2024-04-23 22:56:20,44.0,393.0,61.0,498.0
2024-04-23 22:59:25,53.0,290.0,108.0,451.0
2024-04-23 23:04:43,103.0,47.0,139.0,289.0
2024-04-23 23:06:43,41.0,124.0,204.0,369.0
2024-04-23 23:12:08,49.0,16.0,274.0,339.0
2024-04-23 23:15:08,60.0,102.0,239.0,401.0
2024-04-23 23:16:59,50.0,241.0,137.0,428.0
2024-04-23 23:17:59,81.0,282.0,346.0,709.0
2024-04-23 23:18:52,45.0,579.0,47.0,671.0
2024-04-23 23:21:01,72.0,485.0,24.0,581.0
2024-04-23 23:22:34,45.0,456.0,51.0,552.0
2024-04-23 23:22:56,65.0,436.0,35.0,536.0
2024-04-23 23:23:07,105.0,358.0,36.0,499.0
2024-04-23 23:25:35,210.0,179.0,70.0,459.0
2024-04-23 23:26:34,37.0,203.0,30.0,270.0
2024-04-23 23:30:37,37.0,182.0,30.0,249.0
2024-04-23 23:37:56,51.0,20.0,54.0,125.0
2024-04-23 23:37:59,24.0,44.0,36.0,104.0
2024-04-23 23:42:15,63.0,18.0,296.0,377.0
2024-04-23 23:43:13,3.0,304.0,100.0,407.0
2024-04-23 23:43:44,31.0,366.0,30.0,427.0
2024-04-23 23:44:38,40.0,282.0,56.0,378.0
2024-04-23 23:46:17,39.0,286.0,92.0,417.0
2024-04-23 23:47:42,28.0,299.0,49.0,376.0
2024-04-23 23:48:21,7.0,334.0,109.0,450.0
2024-04-23 23:47:56,65.0,357.0,126.0,548.0
2024-04-23 23:51:11,42.0,361.0,50.0,453.0
2024-04-23 23:51:38,29.0,372.0,153.0,554.0
2024-04-23 23:52:05,105.0,413.0,97.0,615.0
2024-04-23 23:52:35,36.0,463.0,120.0,619.0
2024-04-23 23:53:42,24.0,553.0,424.0,1001.0
2024-04-23 23:54:47,38.0,933.0,153.0,1124.0
2024-04-24 00:04:47,96.0,428.0,92.0,616.0
2024-04-24 00:05:58,159.0,351.0,111.0,621.0
2024-04-24 00:06:47,51.0,407.0,27.0,485.0
2024-04-24 00:07:56,49.0,379.0,100.0,528.0
2024-04-24 00:08:55,45.0,424.0,64.0,533.0
2024-04-24 00:10:42,59.0,420.0,52.0,531.0
2024-04-24 00:11:13,65.0,398.0,103.0,566.0
2024-04-24 00:13:36,58.0,436.0,41.0,535.0
2024-04-24 00:13:56,116.0,352.0,29.0,497.0
2024-04-24 00:15:03,69.0,307.0,24.0,400.0
2024-04-24 00:18:02,62.0,269.0,113.0,444.0
2024-04-24 00:23:35,35.0,179.0,160.0,374.0
2024-04-24 00:26:18,37.0,177.0,109.0,323.0
2024-04-24 00:26:25,57.0,218.0,55.0,330.0
2024-04-24 00:28:28,31.0,196.0,43.0,270.0
2024-04-24 00:29:44,39.0,143.0,33.0,215.0
2024-04-24 00:31:04,44.0,120.0,344.0,508.0
2024-04-24 00:31:31,86.0,368.0,61.0,515.0
2024-04-24 00:33:43,63.0,305.0,54.0,422.0
2024-04-24 00:34:54,37.0,305.0,36.0,378.0
2024-04-24 00:44:20,48.0,16.0,152.0,216.0
2024-04-24 00:44:26,59.0,101.0,116.0,276.0
2024-04-24 00:49:37,28.0,17.0,95.0,140.0
2024-04-24 00:53:31,41.0,23.0,169.0,233.0
2024-04-24 00:59:45,40.0,16.0,101.0,157.0
2024-04-24 01:00:36,34.0,57.0,64.0,155.0
2024-04-24 01:06:07,30.0,27.0,90.0,147.0
2024-04-24 01:06:39,28.0,80.0,29.0,137.0
2024-04-24 01:09:50,60.0,32.0,170.0,262.0
2024-04-24 01:11:21,66.0,130.0,90.0,286.0
2024-04-24 01:12:13,3.0,210.0,28.0,241.0
2024-04-24 01:13:46,55.0,181.0,57.0,293.0
2024-04-24 01:14:04,51.0,181.0,245.0,477.0
2024-04-24 01:14:32,96.0,323.0,73.0,492.0
2024-04-24 01:15:56,99.0,286.0,24.0,409.0
2024-04-24 01:18:29,32.0,272.0,83.0,387.0
2024-04-24 01:18:54,62.0,286.0,28.0,376.0
2024-04-24 01:20:47,34.0,273.0,25.0,332.0
2024-04-24 01:22:18,20.0,196.0,22.0,238.0
2024-04-24 01:27:52,28.0,12.0,78.0,118.0
2024-04-24 01:28:16,36.0,55.0,98.0,189.0
2024-04-24 01:34:44,20.0,13.0,333.0,366.0
2024-04-24 01:34:44,18.0,316.0,63.0,397.0
2024-04-24 01:35:48,85.0,279.0,40.0,404.0
2024-04-24 01:35:46,32.0,282.0,35.0,349.0
2024-04-24 01:36:39,105.0,167.0,5.0,277.0
2024-04-24 01:38:41,72.0,91.0,177.0,340.0
2024-04-24 01:41:28,44.0,220.0,36.0,300.0
2024-04-24 01:41:38,51.0,192.0,34.0,277.0
2024-04-24 01:42:17,49.0,170.0,21.0,240.0
2024-04-24 01:42:29,51.0,135.0,36.0,222.0
2024-04-24 01:45:11,57.0,108.0,80.0,245.0
2024-04-24 01:45:41,36.0,144.0,48.0,228.0
2024-04-24 01:48:11,93.0,33.0,36.0,162.0
2024-04-24 01:50:34,93.0,8.0,95.0,196.0
2024-04-24 01:49:15,58.0,98.0,35.0,191.0
2024-04-24 01:49:44,52.0,80.0,138.0,270.0
2024-04-24 01:52:00,77.0,125.0,123.0,325.0
2024-04-24 01:53:40,77.0,108.0,192.0,377.0
2024-04-24 01:54:14,31.0,260.0,42.0,333.0
2024-04-24 01:57:06,40.0,203.0,33.0,276.0
2024-04-24 01:57:47,34.0,188.0,41.0,263.0
2024-04-24 01:58:14,49.0,170.0,38.0,257.0
2024-04-24 01:58:31,66.0,134.0,82.0,282.0
2024-04-24 01:59:21,69.0,140.0,85.0,294.0
2024-04-24 02:00:59,37.0,182.0,20.0,239.0
2024-04-24 02:02:04,77.0,119.0,207.0,403.0
2024-04-24 02:02:21,54.0,268.0,304.0,626.0
2024-04-24 02:05:23,56.0,499.0,53.0,608.0
2024-04-24 02:06:43,83.0,445.0,36.0,564.0
2024-04-24 02:09:50,109.0,268.0,56.0,433.0
2024-04-24 02:11:00,92.0,227.0,152.0,471.0
2024-04-24 02:11:31,81.0,291.0,43.0,415.0
2024-04-24 02:17:43,59.0,69.0,81.0,209.0
2024-04-24 02:19:28,61.0,31.0,88.0,180.0
2024-04-24 02:20:04,55.0,55.0,45.0,155.0
2024-04-24 02:21:27,77.0,17.0,227.0,321.0
2024-04-24 02:24:31,40.0,156.0,86.0,282.0
2024-04-24 02:25:59,43.0,103.0,66.0,212.0
2024-04-24 02:30:35,96.0,17.0,421.0,534.0
2024-04-24 02:31:51,3.0,430.0,32.0,465.0
2024-04-24 02:32:26,33.0,420.0,36.0,489.0
2024-04-24 02:35:45,34.0,255.0,80.0,369.0
2024-04-24 02:37:08,27.0,236.0,15.0,278.0
2024-04-24 02:38:06,33.0,191.0,36.0,260.0
2024-04-24 02:40:51,47.0,76.0,95.0,218.0
2024-04-24 02:42:49,72.0,30.0,80.0,182.0
2024-04-24 02:48:33,53.0,13.0,261.0,327.0
2024-04-24 02:49:28,46.0,214.0,126.0,386.0
2024-04-24 02:52:33,82.0,136.0,364.0,582.0
2024-04-24 02:52:42,86.0,409.0,155.0,650.0
2024-04-24 03:00:00,25.0,241.0,90.0,356.0
2024-04-24 03:01:51,87.0,125.0,117.0,329.0
2024-04-24 03:02:43,78.0,160.0,4.0,242.0
2024-04-24 03:03:06,3.0,153.0,25.0,181.0
2024-04-24 03:05:47,41.0,133.0,84.0,258.0
2024-04-24 03:11:20,56.0,33.0,2.0,91.0
2024-04-24 03:13:32,56.0,8.0,5.0,69.0
2024-04-24 03:12:37,32.0,24.0,17.0,73.0
2024-04-24 03:14:14,32.0,10.0,5.0,47.0
2024-04-24 03:14:25,32.0,10.0,102.0,144.0
2024-04-24 03:12:38,92.0,60.0,7.0,159.0
2024-04-24 03:16:23,92.0,10.0,61.0,163.0
2024-04-24 03:17:32,92.0,10.0,5.0,107.0
2024-04-24 03:17:33,92.0,10.0,282.0,384.0
2024-04-24 03:22:01,47.0,18.0,190.0,255.0
2024-04-24 03:25:01,61.0,55.0,127.0,243.0
2024-04-24 03:26:38,64.0,72.0,226.0,362.0
2024-04-24 03:26:57,45.0,250.0,32.0,327.0
2024-04-24 03:27:10,32.0,243.0,28.0,303.0
2024-04-24 03:29:22,57.0,210.0,5.0,272.0
2024-04-24 03:33:08,31.0,15.0,96.0,142.0
2024-04-24 03:33:29,76.0,22.0,39.0,137.0
2024-04-24 03:35:29,29.0,13.0,117.0,159.0
2024-04-24 03:38:14,29.0,8.0,25.0,62.0
2024-04-24 03:41:23,73.0,23.0,160.0,256.0
2024-04-24 03:43:20,44.0,63.0,55.0,162.0
2024-04-24 03:44:52,19.0,89.0,40.0,148.0
2024-04-24 03:46:35,46.0,18.0,90.0,154.0
2024-04-24 03:49:09,23.0,13.0,277.0,313.0
2024-04-24 03:52:32,108.0,18.0,181.0,307.0
2024-04-24 03:56:31,50.0,20.0,365.0,435.0
2024-04-24 03:57:11,53.0,326.0,72.0,451.0
2024-04-24 03:57:16,35.0,357.0,96.0,488.0
2024-04-24 04:01:11,55.0,263.0,27.0,345.0
2024-04-24 04:03:46,86.0,94.0,7.0,187.0
2024-04-24 04:04:36,46.0,61.0,2.0,109.0
2024-04-24 04:08:05,46.0,10.0,4.0,60.0
2024-04-24 04:08:15,46.0,10.0,2.0,58.0
2024-04-24 04:08:38,46.0,10.0,16.0,72.0
2024-04-24 04:08:59,46.0,10.0,3.0,59.0
2024-04-24 04:09:07,46.0,10.0,12.0,68.0
2024-04-24 04:09:16,46.0,10.0,68.0,124.0
2024-04-24 04:04:58,136.0,41.0,59.0,236.0
2024-04-24 04:07:40,51.0,46.0,168.0,265.0
2024-04-24 04:11:00,63.0,76.0,233.0,372.0
2024-04-24 04:18:06,63.0,8.0,53.0,124.0
2024-04-24 04:26:23,73.0,20.0,273.0,366.0
2024-04-24 04:26:28,78.0,207.0,288.0,573.0
2024-04-24 04:26:44,118.0,376.0,86.0,580.0
2024-04-24 04:28:21,41.0,414.0,62.0,517.0
2024-04-24 04:33:49,59.0,262.0,50.0,371.0
2024-04-24 04:35:47,111.0,166.0,183.0,460.0
2024-04-24 04:36:44,49.0,268.0,51.0,368.0
2024-04-24 04:38:55,42.0,267.0,6.0,315.0
2024-04-24 04:46:41,42.0,8.0,4.0,54.0
2024-04-24 04:46:45,42.0,8.0,5.0,55.0
2024-04-24 04:46:50,42.0,8.0,42.0,92.0
2024-04-24 04:48:11,73.0,12.0,254.0,339.0
2024-04-24 05:11:58,48.0,14.0,9.0,71.0
2024-04-24 14:25:54,72.0,11.0,6.0,89.0
2024-04-24 14:28:52,12.0,10.0,3.0,25.0
2024-04-24 14:31:19,58.0,11.0,3.0,72.0
2024-04-24 14:45:41,58.0,14.0,55.0,127.0
2024-04-24 14:50:12,289.0,22.0,561.0,872.0
2024-04-24 14:58:17,178.0,328.0,83.0,589.0
2024-04-24 15:09:22,47.0,24.0,241.0,312.0
2024-04-24 15:16:22,21.0,19.0,195.0,235.0
2024-04-24 15:20:26,29.0,14.0,376.0,419.0
2024-04-24 15:28:50,29.0,8.0,2.0,39.0
2024-04-24 15:29:34,35.0,17.0,263.0,315.0
2024-04-24 15:29:34,16.0,256.0,77.0,349.0
2024-04-24 15:35:54,21.0,18.0,320.0,359.0
2024-04-24 15:45:15,25.0,13.0,306.0,344.0
2024-04-24 15:46:24,22.0,257.0,259.0,538.0
2024-04-24 15:48:30,27.0,382.0,64.0,473.0
2024-04-24 15:49:35,41.0,368.0,98.0,507.0
2024-04-24 15:56:07,45.0,66.0,213.0,324.0
2024-04-24 16:01:47,33.0,15.0,233.0,281.0
2024-04-24 16:02:00,29.0,207.0,41.0,277.0
2024-04-24 16:03:43,26.0,168.0,34.0,228.0
2024-04-24 16:08:13,26.0,17.0,236.0,279.0
2024-04-24 16:16:00,30.0,29.0,244.0,303.0
2024-04-24 16:19:31,3.0,68.0,212.0,283.0
2024-04-24 16:27:57,24.0,15.0,212.0,251.0
2024-04-24 16:31:15,73.0,14.0,3.0,90.0
2024-04-24 16:33:02,73.0,8.0,281.0,362.0
2024-04-24 16:35:45,44.0,67.0,407.0,518.0
2024-04-24 16:40:56,106.0,75.0,441.0,622.0
2024-04-24 16:41:17,3.0,506.0,123.0,632.0
2024-04-24 16:43:23,42.0,577.0,9.0,628.0
2024-04-24 16:43:16,30.0,549.0,249.0,828.0
2024-04-24 16:50:07,87.0,333.0,183.0,603.0
2024-04-24 17:05:21,47.0,15.0,194.0,256.0
2024-04-24 17:06:30,18.0,179.0,25.0,222.0
2024-04-24 17:11:04,103.0,21.0,114.0,238.0
2024-04-24 17:15:54,91.0,13.0,294.0,398.0
2024-04-24 17:18:21,19.0,238.0,35.0,292.0
2024-04-24 17:25:59,44.0,12.0,162.0,218.0
2024-04-24 17:31:07,53.0,13.0,277.0,343.0
2024-04-24 17:32:56,3.0,107.0,185.0,295.0
2024-04-24 17:31:37,141.0,295.0,47.0,483.0
2024-04-24 17:35:13,26.0,306.0,59.0,391.0
2024-04-24 17:36:26,63.0,279.0,54.0,396.0
2024-04-24 17:43:43,106.0,17.0,300.0,423.0
2024-04-24 17:46:17,46.0,221.0,110.0,377.0
2024-04-24 17:47:57,71.0,199.0,109.0,379.0
2024-04-24 17:51:22,62.0,115.0,65.0,242.0
2024-04-24 17:52:45,43.0,129.0,97.0,269.0
2024-04-24 17:54:19,74.0,84.0,69.0,227.0
2024-04-24 17:54:48,61.0,83.0,58.0,202.0
2024-04-24 17:55:50,34.0,100.0,298.0,432.0
2024-04-24 17:57:27,60.0,336.0,49.0,445.0
2024-04-24 18:01:36,118.0,90.0,197.0,405.0
2024-04-24 18:05:20,44.0,144.0,71.0,259.0
2024-04-24 18:06:18,111.0,93.0,45.0,249.0
2024-04-24 18:07:03,51.0,78.0,276.0,405.0
2024-04-24 18:08:09,42.0,307.0,50.0,399.0
2024-04-24 18:10:09,61.0,285.0,63.0,409.0
2024-04-24 18:14:55,26.0,95.0,154.0,275.0
2024-04-24 18:17:29,66.0,37.0,308.0,411.0
2024-04-24 18:19:07,51.0,275.0,71.0,397.0
2024-04-24 18:19:44,4.0,334.0,62.0,400.0
2024-04-24 18:20:15,48.0,339.0,66.0,453.0
2024-04-24 18:19:51,4.0,396.0,59.0,459.0
2024-04-24 18:21:16,80.0,365.0,30.0,475.0
2024-04-24 18:20:08,110.0,280.0,51.0,441.0
2024-04-24 18:22:00,96.0,228.0,31.0,355.0
2024-04-24 18:25:15,35.0,219.0,126.0,380.0
2024-04-24 18:27:00,28.0,308.0,66.0,402.0
2024-04-24 18:27:03,34.0,334.0,61.0,429.0
2024-04-24 18:27:49,45.0,337.0,48.0,430.0
2024-04-24 18:28:22,28.0,349.0,23.0,400.0
2024-04-24 18:29:49,57.0,304.0,143.0,504.0
2024-04-24 18:29:54,46.0,391.0,109.0,546.0
2024-04-24 18:33:21,100.0,288.0,74.0,462.0
2024-04-24 18:35:27,32.0,309.0,51.0,392.0
2024-04-24 18:36:09,38.0,310.0,36.0,384.0
2024-04-24 18:38:02,80.0,195.0,71.0,346.0
2024-04-24 18:39:31,50.0,203.0,35.0,288.0
2024-04-24 18:39:20,4.0,229.0,160.0,393.0
2024-04-24 18:40:32,34.0,345.0,50.0,429.0
2024-04-24 18:41:23,30.0,350.0,113.0,493.0
2024-04-24 18:40:33,107.0,350.0,36.0,493.0
2024-04-24 18:43:58,75.0,337.0,42.0,454.0
2024-04-24 18:54:33,3.0,246.0,180.0,429.0
2024-04-24 18:54:45,77.0,340.0,31.0,448.0
2024-04-24 18:56:16,86.0,272.0,61.0,419.0
2024-04-24 18:57:27,4.0,325.0,219.0,548.0
2024-04-24 18:57:54,81.0,455.0,185.0,721.0
2024-04-24 18:58:46,149.0,429.0,193.0,771.0
2024-04-24 18:59:27,43.0,575.0,38.0,656.0
2024-04-24 18:59:58,132.0,473.0,39.0,644.0
2024-04-24 19:00:40,59.0,446.0,27.0,532.0
2024-04-24 19:03:03,79.0,387.0,51.0,517.0
2024-04-24 19:06:35,53.0,382.0,22.0,457.0
2024-04-24 19:06:54,58.0,332.0,59.0,449.0
2024-04-24 19:06:58,54.0,333.0,19.0,406.0
2024-04-24 19:08:33,23.0,232.0,31.0,286.0
2024-04-24 19:08:39,18.0,223.0,48.0,289.0
2024-04-24 19:09:52,32.0,225.0,19.0,276.0
2024-04-24 19:10:50,46.0,176.0,250.0,472.0
2024-04-24 19:13:49,2.0,419.0,22.0,443.0
2024-04-24 19:14:25,47.0,365.0,27.0,439.0
2024-04-24 19:15:05,32.0,352.0,59.0,443.0
2024-04-24 19:16:31,2.0,401.0,39.0,442.0
2024-04-24 19:16:50,114.0,288.0,20.0,422.0
2024-04-24 19:18:07,41.0,263.0,59.0,363.0
2024-04-24 19:20:37,115.0,198.0,42.0,355.0
2024-04-24 19:23:20,49.0,184.0,94.0,327.0
2024-04-24 19:23:37,46.0,226.0,44.0,316.0
2024-04-24 19:23:56,92.0,176.0,74.0,342.0
2024-04-24 19:24:08,29.0,213.0,218.0,460.0
2024-04-24 19:24:39,89.0,337.0,43.0,469.0
2024-04-24 19:25:27,65.0,309.0,61.0,435.0
2024-04-24 19:26:05,71.0,294.0,39.0,404.0
2024-04-24 19:29:55,43.0,287.0,57.0,387.0
2024-04-24 19:33:04,60.0,212.0,45.0,317.0
2024-04-24 19:33:52,57.0,241.0,233.0,531.0
2024-04-24 19:37:08,109.0,248.0,180.0,537.0
2024-04-24 19:40:51,51.0,249.0,62.0,362.0
2024-04-24 19:40:56,52.0,249.0,21.0,322.0
2024-04-24 19:41:12,65.0,202.0,42.0,309.0
2024-04-24 19:42:40,33.0,204.0,34.0,271.0
2024-04-24 19:43:45,49.0,182.0,29.0,260.0
2024-04-24 19:44:03,46.0,159.0,23.0,228.0
2024-04-24 19:44:16,36.0,149.0,164.0,349.0
2024-04-24 19:44:37,58.0,184.0,40.0,282.0
2024-04-24 19:46:01,84.0,131.0,79.0,294.0
2024-04-24 19:46:53,50.0,156.0,65.0,271.0
2024-04-24 19:48:29,69.0,143.0,38.0,250.0
2024-04-24 19:51:52,44.0,133.0,130.0,307.0
2024-04-24 19:50:12,98.0,159.0,114.0,371.0
2024-04-24 19:51:09,132.0,137.0,147.0,416.0
2024-04-24 19:52:14,76.0,208.0,154.0,438.0
2024-04-24 19:56:06,132.0,222.0,123.0,477.0
2024-04-24 19:57:53,69.0,271.0,39.0,379.0
2024-04-24 19:59:14,111.0,194.0,61.0,366.0
2024-04-24 19:58:43,69.0,182.0,129.0,380.0
