Arrival Time,order,wait,payment,Total Time
2024-04-24 02:04:30,61.0,61.0,41.0,163.0
2024-04-24 02:06:31,61.0,61.0,233.0,355.0
2024-04-24 02:08:41,61.0,61.0,517.0,639.0
2024-04-24 02:11:13,61.0,61.0,68.0,190.0
2024-04-24 02:17:28,147.0,57.0,54.0,258.0
2024-04-24 02:18:08,61.0,41.0,33.0,135.0
2024-04-24 02:22:00,61.0,41.0,71.0,173.0
2024-04-24 02:22:33,61.0,41.0,34.0,136.0
2024-04-24 02:24:36,61.0,41.0,459.0,561.0
2024-04-24 02:24:32,5.0,401.0,20.0,426.0
2024-04-24 02:29:39,164.0,11.0,231.0,406.0
2024-04-24 02:30:22,16.0,223.0,24.0,263.0
2024-04-24 02:32:40,244.0,23.0,16.0,283.0
2024-04-24 02:37:48,244.0,23.0,100.0,367.0
2024-04-24 02:37:56,244.0,23.0,136.0,403.0
2024-04-24 02:41:13,5.0,31.0,69.0,105.0
2024-04-24 02:42:57,5.0,31.0,98.0,134.0
2024-04-24 02:41:18,5.0,94.0,9.0,108.0
2024-04-24 02:45:06,5.0,94.0,189.0,288.0
2024-04-24 02:47:27,54.0,14.0,87.0,155.0
2024-04-24 02:48:42,54.0,14.0,378.0,446.0
2024-04-24 02:53:02,25.0,185.0,104.0,314.0
2024-04-24 02:56:37,100.0,11.0,726.0,837.0
2024-04-24 03:00:08,63.0,603.0,61.0,727.0
2024-04-24 03:01:34,207.0,437.0,166.0,810.0
2024-04-24 03:05:08,41.0,556.0,63.0,660.0
2024-04-24 03:05:52,40.0,578.0,28.0,646.0
2024-04-24 03:05:59,282.0,320.0,31.0,633.0
2024-04-24 03:11:29,69.0,279.0,126.0,474.0
2024-04-24 03:18:30,71.0,13.0,104.0,188.0
2024-04-24 03:31:03,25.0,16.0,157.0,198.0
2024-04-24 03:32:20,31.0,95.0,147.0,273.0
2024-04-24 03:37:49,31.0,95.0,147.0,273.0
2024-04-24 03:44:50,31.0,95.0,132.0,258.0
2024-04-24 03:44:20,76.0,52.0,503.0,631.0
2024-04-24 03:46:28,42.0,502.0,44.0,588.0
2024-04-24 03:46:42,50.0,496.0,142.0,688.0
2024-04-24 03:48:11,107.0,525.0,98.0,730.0
2024-04-24 03:55:57,27.0,239.0,21.0,287.0
2024-04-24 04:02:18,35.0,14.0,141.0,190.0
2024-04-24 04:05:05,61.0,12.0,489.0,562.0
2024-04-24 04:06:16,70.0,433.0,115.0,618.0
2024-04-24 04:07:32,115.0,433.0,82.0,630.0
2024-04-24 04:09:33,21.0,488.0,32.0,541.0
2024-04-24 04:09:58,32.0,486.0,57.0,575.0
2024-04-24 04:10:35,255.0,281.0,54.0,590.0
2024-04-24 04:14:58,33.0,220.0,45.0,298.0
2024-04-24 04:16:54,15.0,192.0,27.0,234.0
2024-04-24 04:17:51,5.0,188.0,28.0,221.0
2024-04-24 04:23:28,5.0,188.0,653.0,846.0
2024-04-24 04:23:57,52.0,576.0,30.0,658.0
2024-04-24 04:27:22,206.0,256.0,145.0,607.0
2024-04-24 04:44:37,89.0,17.0,323.0,429.0
2024-04-24 15:09:05,48.0,11.0,711.0,770.0
2024-04-24 15:13:52,57.0,429.0,60.0,546.0
2024-04-24 15:18:25,59.0,216.0,491.0,766.0
2024-04-24 15:29:47,50.0,35.0,663.0,748.0
2024-04-24 15:44:49,41.0,14.0,284.0,339.0
2024-04-24 15:56:53,41.0,14.0,422.0,477.0
2024-04-24 16:03:36,32.0,46.0,329.0,407.0
2024-04-24 16:24:59,60.0,11.0,325.0,396.0
2024-04-24 16:26:16,29.0,294.0,41.0,364.0
2024-04-24 16:54:05,28.0,19.0,365.0,412.0
2024-04-24 16:56:31,35.0,238.0,109.0,382.0
2024-04-24 16:59:53,123.0,22.0,439.0,584.0
2024-04-24 17:02:17,43.0,418.0,180.0,641.0
2024-04-24 17:03:22,72.0,526.0,137.0,735.0
2024-04-24 17:05:25,39.0,694.0,127.0,860.0
2024-04-24 17:06:11,248.0,569.0,53.0,870.0
2024-04-24 17:06:26,29.0,436.0,54.0,519.0
2024-04-24 17:11:00,5.0,349.0,62.0,416.0
2024-04-24 17:14:51,174.0,213.0,111.0,498.0
2024-04-24 17:29:29,58.0,15.0,197.0,270.0
2024-04-24 17:30:31,54.0,156.0,68.0,278.0
2024-04-24 17:36:31,51.0,11.0,318.0,380.0
2024-04-24 17:38:45,31.0,218.0,44.0,293.0
2024-04-24 17:42:55,66.0,10.0,416.0,492.0
2024-04-24 17:43:47,46.0,381.0,63.0,490.0
2024-04-24 17:44:17,37.0,404.0,88.0,529.0
2024-04-24 17:47:05,43.0,518.0,60.0,621.0
2024-04-24 17:54:55,23.0,94.0,347.0,464.0
2024-04-24 17:57:06,40.0,338.0,224.0,602.0
2024-04-24 17:57:36,82.0,479.0,75.0,636.0
2024-04-24 17:57:58,22.0,529.0,75.0,626.0
2024-04-24 17:59:59,16.0,569.0,32.0,617.0
2024-04-24 18:00:59,153.0,402.0,174.0,729.0
2024-04-24 18:07:12,71.0,293.0,165.0,529.0
2024-04-24 18:14:52,71.0,293.0,417.0,781.0
2024-04-24 18:21:11,7.0,105.0,160.0,272.0
2024-04-24 18:23:03,16.0,147.0,65.0,228.0
2024-04-24 18:23:41,125.0,54.0,178.0,357.0
2024-04-24 18:26:30,28.0,173.0,31.0,232.0
2024-04-24 18:34:11,28.0,173.0,176.0,377.0
2024-04-24 18:32:29,103.0,172.0,73.0,348.0
2024-04-24 18:36:05,10.0,70.0,104.0,184.0
2024-04-24 18:36:57,7.0,102.0,178.0,287.0
2024-04-24 18:40:01,163.0,50.0,54.0,267.0
2024-04-24 18:40:57,55.0,52.0,72.0,179.0
2024-04-24 18:43:21,57.0,63.0,157.0,277.0
2024-04-24 18:45:28,62.0,151.0,72.0,285.0
2024-04-24 18:46:10,158.0,63.0,86.0,307.0
2024-04-24 18:47:25,73.0,76.0,46.0,195.0
2024-04-24 18:51:51,73.0,76.0,41.0,190.0
2024-04-24 18:52:41,73.0,76.0,56.0,205.0
2024-04-24 18:54:43,73.0,76.0,82.0,231.0
2024-04-24 18:56:44,73.0,76.0,241.0,390.0
2024-04-24 18:57:25,73.0,76.0,50.0,199.0
2024-04-24 19:01:43,73.0,76.0,50.0,199.0
2024-04-24 19:02:44,73.0,76.0,392.0,541.0
2024-04-24 19:03:56,73.0,76.0,67.0,216.0
2024-04-24 19:09:31,73.0,76.0,428.0,577.0
2024-04-24 19:14:08,17.0,196.0,28.0,241.0
2024-04-24 19:15:01,171.0,17.0,53.0,241.0
2024-04-24 19:15:55,12.0,47.0,192.0,251.0
2024-04-24 19:18:06,56.0,181.0,49.0,286.0
2024-04-24 19:19:27,196.0,29.0,24.0,249.0
2024-04-24 19:21:23,44.0,6.0,22.0,72.0
2024-04-24 19:21:23,7.0,11.0,21.0,39.0
2024-04-24 19:24:48,7.0,11.0,51.0,69.0
2024-04-24 19:25:13,5.0,34.0,489.0,528.0
2024-04-24 19:28:18,5.0,34.0,78.0,117.0
2024-04-24 19:29:33,240.0,77.0,42.0,359.0
2024-04-24 19:30:37,77.0,42.0,22.0,141.0
2024-04-24 19:34:21,48.0,17.0,45.0,110.0
2024-04-24 19:36:24,5.0,46.0,124.0,175.0
2024-04-24 19:36:33,9.0,115.0,117.0,241.0
2024-04-24 19:37:30,9.0,115.0,102.0,226.0
2024-04-24 19:40:44,15.0,19.0,34.0,68.0
2024-04-24 19:41:53,5.0,20.0,44.0,69.0
2024-04-24 19:41:53,6.0,47.0,43.0,96.0
2024-04-24 19:44:07,48.0,33.0,18.0,99.0
2024-04-24 19:46:16,6.0,55.0,16.0,77.0
2024-04-24 19:47:24,13.0,29.0,185.0,227.0
2024-04-24 19:50:08,75.0,157.0,8.0,240.0
2024-04-24 19:52:35,19.0,5.0,58.0,82.0
2024-04-24 19:52:43,25.0,36.0,183.0,244.0
2024-04-24 19:54:51,16.0,172.0,24.0,212.0
2024-04-24 19:58:52,16.0,172.0,54.0,242.0
