Arrival Time,order,wait,payment,Total Time
2024-04-23 23:35:39,63.0,79.0,167.0,309.0
2024-04-23 23:45:24,151.0,6.0,277.0,434.0
2024-04-23 23:48:47,82.0,154.0,154.0,390.0
2024-04-23 23:56:43,30.0,13.0,69.0,112.0
2024-04-23 23:58:38,95.0,11.0,565.0,671.0
2024-04-24 00:00:19,54.0,521.0,162.0,737.0
2024-04-24 00:01:19,121.0,486.0,69.0,676.0
2024-04-24 00:04:35,43.0,510.0,43.0,596.0
2024-04-24 00:06:25,48.0,261.0,464.0,773.0
2024-04-24 00:08:35,15.0,577.0,63.0,655.0
2024-04-24 00:12:11,90.0,520.0,19.0,629.0
2024-04-24 00:15:01,57.0,440.0,54.0,551.0
2024-04-24 00:16:00,366.0,65.0,102.0,533.0
2024-04-24 00:22:47,38.0,87.0,73.0,198.0
2024-04-24 00:24:32,31.0,62.0,66.0,159.0
2024-04-24 00:25:43,14.0,57.0,98.0,169.0
2024-04-24 00:27:12,114.0,42.0,157.0,313.0
2024-04-24 00:30:55,114.0,42.0,60.0,216.0
2024-04-24 00:33:38,114.0,42.0,134.0,290.0
2024-04-24 00:34:37,100.0,7.0,256.0,363.0
2024-04-24 00:38:19,39.0,220.0,44.0,303.0
2024-04-24 00:39:02,23.0,240.0,61.0,324.0
2024-04-24 00:40:09,33.0,207.0,36.0,276.0
2024-04-24 00:41:06,100.0,136.0,157.0,393.0
2024-04-24 00:44:50,32.0,145.0,48.0,225.0
2024-04-24 00:46:07,82.0,71.0,141.0,294.0
2024-04-24 00:48:43,29.0,116.0,247.0,392.0
2024-04-24 00:50:41,75.0,168.0,286.0,529.0
2024-04-24 00:52:35,61.0,395.0,60.0,516.0
2024-04-24 00:55:10,32.0,331.0,190.0,553.0
2024-04-24 01:01:54,59.0,66.0,137.0,262.0
2024-04-24 01:03:26,29.0,173.0,87.0,289.0
2024-04-24 01:06:19,65.0,52.0,437.0,554.0
2024-04-24 01:08:38,28.0,398.0,32.0,458.0
2024-04-24 01:15:11,43.0,10.0,766.0,819.0
2024-04-24 01:18:05,159.0,517.0,259.0,935.0
2024-04-24 01:21:30,32.0,705.0,275.0,1012.0
2024-04-24 01:22:25,34.0,943.0,40.0,1017.0
2024-04-24 01:26:06,61.0,571.0,30.0,662.0
2024-04-24 01:31:15,167.0,67.0,30.0,264.0
2024-04-24 01:40:17,167.0,67.0,98.0,332.0
2024-04-24 01:40:52,167.0,67.0,62.0,296.0
2024-04-24 01:39:03,209.0,61.0,354.0,624.0
2024-04-24 01:42:37,33.0,379.0,2.0,414.0
2024-04-24 01:43:13,44.0,337.0,88.0,469.0
2024-04-24 01:43:59,86.0,302.0,107.0,495.0
2024-04-24 01:46:04,219.0,94.0,125.0,438.0
2024-04-24 01:53:03,219.0,94.0,95.0,408.0
2024-04-24 01:50:33,17.0,92.0,26.0,135.0
2024-04-24 01:53:16,9.0,18.0,87.0,114.0
2024-04-24 01:57:24,9.0,18.0,85.0,112.0
2024-04-24 01:56:10,56.0,39.0,24.0,119.0
2024-04-24 02:01:18,56.0,39.0,58.0,153.0
2024-04-24 01:59:41,74.0,24.0,124.0,222.0
2024-04-24 02:02:57,74.0,24.0,101.0,199.0
2024-04-24 02:04:11,70.0,33.0,96.0,199.0
2024-04-24 02:06:57,25.0,34.0,31.0,90.0
2024-04-24 02:16:15,28.0,10.0,164.0,202.0
2024-04-24 02:18:21,29.0,60.0,175.0,264.0
2024-04-24 02:25:25,54.0,7.0,103.0,164.0
2024-04-24 02:26:37,23.0,86.0,30.0,139.0
2024-04-24 02:39:20,112.0,9.0,152.0,273.0
2024-04-24 02:41:24,61.0,99.0,252.0,412.0
2024-04-24 02:42:50,184.0,86.0,64.0,334.0
2024-04-24 02:50:35,49.0,6.0,93.0,148.0
2024-04-24 02:51:27,42.0,72.0,323.0,437.0
2024-04-24 02:52:46,47.0,313.0,29.0,389.0
2024-04-24 02:59:21,58.0,13.0,155.0,226.0
2024-04-24 03:00:38,54.0,97.0,71.0,222.0
2024-04-24 03:01:48,53.0,114.0,269.0,436.0
2024-04-24 03:02:44,63.0,307.0,337.0,707.0
2024-04-24 03:04:25,49.0,571.0,116.0,736.0
2024-04-24 03:05:19,58.0,511.0,47.0,616.0
2024-04-24 03:07:53,69.0,472.0,36.0,577.0
2024-04-24 03:11:37,71.0,311.0,65.0,447.0
2024-04-24 03:14:16,111.0,196.0,294.0,601.0
2024-04-24 03:17:23,53.0,352.0,42.0,447.0
2024-04-24 03:18:35,70.0,230.0,30.0,330.0
2024-04-24 03:21:13,29.0,231.0,44.0,304.0
2024-04-24 03:21:49,44.0,229.0,93.0,366.0
2024-04-24 03:26:24,15.0,78.0,12.0,105.0
2024-04-24 03:27:26,42.0,9.0,105.0,156.0
2024-04-24 03:29:55,47.0,10.0,98.0,155.0
2024-04-24 03:32:24,27.0,9.0,198.0,234.0
2024-04-24 03:36:57,75.0,16.0,326.0,417.0
2024-04-24 03:40:49,32.0,158.0,67.0,257.0
2024-04-24 03:42:53,68.0,54.0,199.0,321.0
2024-04-24 03:49:29,38.0,7.0,133.0,178.0
2024-04-24 03:50:08,31.0,107.0,60.0,198.0
2024-04-24 03:53:53,82.0,7.0,396.0,485.0
2024-04-24 03:57:56,35.0,214.0,96.0,345.0
2024-04-24 03:58:47,25.0,282.0,36.0,343.0
2024-04-24 04:06:06,21.0,8.0,149.0,178.0
2024-04-24 04:08:45,40.0,48.0,73.0,161.0
2024-04-24 04:12:21,59.0,11.0,206.0,276.0
2024-04-24 04:33:37,104.0,27.0,294.0,425.0
2024-04-24 04:39:07,48.0,112.0,180.0,340.0
2024-04-24 15:05:47,46.0,14.0,466.0,526.0
2024-04-24 15:57:06,105.0,6.0,7.0,118.0
2024-04-24 15:59:52,36.0,8.0,166.0,210.0
2024-04-24 16:17:37,38.0,6.0,120.0,164.0
2024-04-24 16:25:18,42.0,6.0,44.0,92.0
2024-04-24 16:36:28,51.0,7.0,226.0,284.0
2024-04-24 16:57:20,48.0,8.0,352.0,408.0
2024-04-24 17:35:26,41.0,7.0,101.0,149.0
2024-04-24 17:36:51,68.0,6.0,152.0,226.0
2024-04-24 17:41:05,82.0,7.0,101.0,190.0
2024-04-24 17:46:22,81.0,6.0,216.0,303.0
2024-04-24 17:51:02,57.0,12.0,139.0,208.0
2024-04-24 17:52:35,121.0,11.0,315.0,447.0
2024-04-24 17:54:42,42.0,284.0,34.0,360.0
2024-04-24 18:06:12,32.0,6.0,240.0,278.0
2024-04-24 18:06:49,106.0,142.0,181.0,429.0
2024-04-24 18:09:08,38.0,226.0,39.0,303.0
2024-04-24 18:10:18,52.0,213.0,120.0,385.0
2024-04-24 18:15:41,82.0,5.0,112.0,199.0
2024-04-24 18:17:05,22.0,94.0,35.0,151.0
2024-04-24 18:19:18,83.0,8.0,261.0,352.0
2024-04-24 18:21:28,31.0,212.0,31.0,274.0
2024-04-24 18:22:49,25.0,172.0,20.0,217.0
2024-04-24 18:27:57,52.0,16.0,291.0,359.0
2024-04-24 18:28:58,28.0,278.0,33.0,339.0
2024-04-24 18:33:14,64.0,21.0,139.0,224.0
2024-04-24 18:35:47,32.0,43.0,40.0,115.0
2024-04-24 18:41:55,69.0,9.0,469.0,547.0
2024-04-24 18:43:09,36.0,442.0,61.0,539.0
2024-04-24 18:46:07,62.0,292.0,86.0,440.0
2024-04-24 18:50:32,161.0,27.0,215.0,403.0
2024-04-24 18:53:21,46.0,193.0,71.0,310.0
2024-04-24 18:54:11,27.0,237.0,31.0,295.0
2024-04-24 18:54:43,41.0,225.0,53.0,319.0
2024-04-24 18:55:32,46.0,161.0,97.0,304.0
2024-04-24 18:58:25,22.0,177.0,123.0,322.0
2024-04-24 18:58:56,38.0,260.0,26.0,324.0
2024-04-24 18:59:41,93.0,190.0,44.0,327.0
2024-04-24 19:02:15,29.0,151.0,159.0,339.0
2024-04-24 19:05:39,85.0,55.0,138.0,278.0
2024-04-24 19:06:35,60.0,129.0,176.0,365.0
2024-04-24 19:08:29,27.0,240.0,26.0,293.0
2024-04-24 19:10:46,35.0,149.0,35.0,219.0
2024-04-24 19:15:49,35.0,7.0,199.0,241.0
2024-04-24 19:16:30,35.0,158.0,44.0,237.0
2024-04-24 19:17:05,47.0,147.0,198.0,392.0
2024-04-24 19:18:26,114.0,226.0,30.0,370.0
2024-04-24 19:20:14,45.0,211.0,40.0,296.0
2024-04-24 19:25:39,32.0,6.0,71.0,109.0
2024-04-24 19:26:33,56.0,13.0,103.0,172.0
2024-04-24 19:27:22,35.0,71.0,34.0,140.0
2024-04-24 19:34:56,49.0,6.0,58.0,113.0
2024-04-24 19:37:15,34.0,10.0,98.0,142.0
2024-04-24 19:41:10,48.0,7.0,163.0,218.0
2024-04-24 19:44:22,72.0,9.0,88.0,169.0
2024-04-24 19:48:31,40.0,7.0,80.0,127.0
2024-04-24 19:49:20,96.0,7.0,312.0,415.0
2024-04-24 19:52:08,184.0,59.0,264.0,507.0
2024-04-24 19:55:36,77.0,245.0,74.0,396.0
2024-04-24 19:56:54,43.0,274.0,27.0,344.0
2024-04-24 19:57:41,45.0,253.0,113.0,411.0
2024-04-24 19:58:30,45.0,213.0,27.0,285.0
